label,text
1,rt taexchanae momma dee ain t loyal you ain t pose to tell his main bitch bout his side bitches 
2, edgarpixar overdosing on heavy drugs doesn t sound bad tonight i do that pussy shit every day 
1,rt tylerreactions when someone retweets a bitch i hate onto my timeline t co p lznmjklp
0, grizzboadams ight nigga haha fucking queer has to clear his schedule
1,chances make champions nicca ain t nothing stopping you 
1, dedicated that ugly ass picture and thanks bitch
1,rt digiflorals bitch do it look like i care n o o o o o o 
1,my slap a bitch sense is coming 
1,wilson a hoe he said that shit years ago
1,she said to bring a bitch of mine done 
2,rt depresseddarth star wars meets charlie brown t co m unrz syr
1, tayisbaee those hoes aint loyal
2,rt domhowx you know you re ugly when an ape was chosen as a man crush and you ve never been t co dwps b xju
1, ginamariez im an ole bitch in memphis tn and i think u rock also
1, pistol whip my dickau shoot yo bitch club up sometimes freestyles be freestyles and i m okay with that 
1, betteraretulips jose ur mean i said ily stfu hoe
2, thebikeman my father was born in nanticoke and attended lehigh i m a ct yankee but love the pennsylvania dutch cooking 
0,rt poochda i go to take the trash out and a darkskin nigga stole my damn garbage
1, leelucas fuck you ugly lol show them teeth bitch fuck u
1,thanks for that text i found that hoe 
1,maybe next time i day drink ill balance it out with my bitch mary jane cause itslevelstoothisshit
1,i m surprised i m still at school tbh i can be quite the retard at times i m either exceptional at a subject or absolute shiteee 
1,that bad bitches get left because of wack pussy kinda overrated cause the sex can get better if everything about her is cool
1, prihncess bitch
1,he trash in concert anyways rt akelvoneal dude y all fraud as hell if y all go to j cole concert and you don t fw his music 
2,ready to go get my fried oreos
1,rt azlanthegoat these hoe ain t loyal a nigga who cheated on his girl times and just broke up with him 
1,also anyone who wants to bitch about the prices at disney needs to check this out next time dollywood t co jllkzbhyoy
1, salacioussully tony drinking sloppily and saying what i cunt hear you bare ass me again 
1, notevanlarkin facetime me nigger
1,im just gettin started oh yeah we got it bitch
1,if you single just start hitting up those hoes 
1,rt lamborghinibow fuck a hoe respect a woman love a lady 
2, jsimsromance my guy is a maine coon and a total cuddle bum every one that i ve ever met has been super friendly 
2,rt matty kem my favorite shark is megaldon my least favorite is a mud shark they are the worst
1, trob waddup let s go right now bitch and i knocked you last time let s fight right now
1, mrredmartian this pic is trash d ck is dry af 
2,someone please bring me goldfish crackers
1,rt kattpacwilliams niggas wearing toms amp uggs amp bitches wearing jays amp timbs lol this aint what usher meant when he said trading pla 
1,yal jus fags screen shootin the shit out of my stories t co cm jy j 
1,hoes all on my bandwagon your bitch gaggin she jet laggin a ap
1, isaabbellla yo nig your a cheeseball 
1,light skin niccas always wanna try to be ike turner lol rt luckylucci vonshayeb only if u can take one back 
1,see when you paid them bitches pay attention but when you broke you never mentioned so fuck em and keep it strictly pimpin
1,jon stewart takes a crack at stupid teabagger moron rick perry and his gay alcoholism commments t co fqcwzhmjom
1, yeskala it s so wonderful when you meet a dude that s not a bitch ass nigga these days 
1,rt phillydaboss lol favorite line tho gt rt bendoneit you say no to ratchet pussy juicy j cant 
1, jawshoeeahhh that don t mean you re not balling lol shut up hoe lol
1,whenever i came to school fresh i took hella bathroom breaks just so the hoes could check me out 
1,blocked his fuzzy butt odifass veritaz tarekfatah tariksalym ignore this low life creature 
1, frankxlz italian montana fuck off frank you pussy
1,this bitch
1, laurenlablue basically we ain t got room for basic bitches 
1,heres a thought you dont have a valentine bc your a mean ugly bitch haha
1,rt cdiddy hate to break the news but u spam bro rt mojogreen a dyke a tuck her titties in the winter and start calling herself mr 
1,rt bongripbo thompson era muhammad ali roy gracie out this hoe
1, shotmoistboyce you be fucking with to many hoes 
1,a dick has a sad life his hair is a mess his family is nuts his neighbor s an asshole his bestfriend s a pussy amp his owner beats him 
1, dionprimo the soul has departed from the train there s no more soul in music just hunger for bitches money and fame 
1,almost got in a fight with a southwest faggot at the carnival lol
2,cair publishes a hit list for jihadis t co hvvfxypmhm via realjtp if you are a red blooded american you may be on the list 
1,rt lilreese errday i take chances real street nigga shit take chances by fuckin wit u nothin ass hoes sumtime lol 
1, giantraiderking oh you sneaky son of a bitch you
1,oh shit rt imdatnigga jack sherman king dallas trash your hairline is trash
1,this lil thot bitch really tried to run game on me
1,n dat bitch sound like a man if dats ya grandma fucc yu too
1,rt thehangingwire don t ever be ashamed of who you are unless you a hoe then be ashamed bitch 
2,should i take a nap though too kill a mocking bird or nah 
1,rt pretty n purrls to my ex that bitch can have you 
1, trail take like tamu bitches jumped to after beating sc which ain t that good thejournalist that guyjeff
1, icbc world lol nigga just walk in that hoe looking for girls don t even wanna buy nothing
1,rt rabehchararah they claiming bitches them my old hoes
1,rt david marchese johnny cash turned down the gambler guess you could say he didn t know when to ho never mind t co gmk 
0,rt liamgeraldshone vernon arannicolwhufc dsaend get fucked you racist inbred hillbilly fuck
1,i ain t got no type bad bitches is the only thing i like 
1, anepicname only reason i wouldn t give it up is i ahve a fucking catalog on this bitch arcade games were fire 
2, mrfayoh im a proud wacko bird how bout you 
2,try rex s new water roasted tomato potato sawdust crackers loaded with enough sodium as to make lots wife look unsavory only a box 
0,rt coolie gbe it s amp you niggas still runnin round sayin yall don t eat pussy y all must be suckin dick 
2, scandal sex scene airs on abc right after it s the great pumpkin charlie brown making parents angry t co vltspk u s
1,fat white bitch an a skinny po black nigga yeah im in metairie fa sho 
1,happy birthday pops aka old negro spiritual aka the man who said i was an accident never looked so t co igq v rihh
1,rt tmtww artillery ugh sickoe learnsomethlng how the bitch ear get burnt 
1,rt cocoqte rt supbishes lol rt joanna rt lettuceprey just so u faggots know t co bghtsjipne
1, zhugstubble naw nigga what s up with em hands what happened to the shit you was talking a couple a month s ago eat bitch
1, gethenian ffffffffffffuck baratheon rebellions are a bitch 
2,aren t these little border jumpers supposed to be in school
1,bitch idc if you like me but you will respect me
1, goodgraces k bitch t co ituahyhc r
2,did everyone else s parents use to refer to the power puff girls as powder puff girls or were mine just exceptionally retarded 
1, therealoweifie good one you fucking bitch ass
1, funnypicsdepot how black bitches drive when they song come on s t co u omk jy kellienehls smichellelo
1, foreign chick no lie man that bitch beautiful 
1, comedianjayski my favorite time of da day happy hour drinkbreak when the bad bitches come out and the ok hoes at home doing make up
1,someone tell this bitch to stfu
1, rileyybryn devon sheaa i just want panda express panera big booty hoe 
1, dirtyxluxury vontethekidd whens homecoming ho slut the th
1,bitch i might b
1,no time for bitch niggas 
1,rt austdun bitch we them boys
1,rt victorsmith fresh out of jail and i got my chopper bitches be like vick your number like the bk whopper
2,i used to chug vodka and orange juice i also used to chug vodka and gatorade i used to chug vodka 
1, my stomach in pain like a mufucka rt owipharaoh this the nigga that s rating bitches t co yflfubj po
1, rem supahfienmode bitch ass jorge haha ain t you at work nigga 
0, theerniie you re a little bitch 
0,rebelscience is using an actual woman as a genetic engineering lab for all natural clones or something faggot rome
1, bossbytchh him seh me pussy wetter then a shower curtain ahmesehwetness lt lmao 
1,my bad that was about lipsdriprubies rt vofd why bitches act like i can t read or like words don t have a meaning 
1,instead of calling each other hoes girls should be supporting each other idk that s just me though 
1,not true rt kimchanel every man has hoes bye
1, mrste where your white hoes at bro lol
1,rt bigboybeezy ignorealllaws pick one t co tbwonqmnjv the girl behind the bar who ain t being a hoe
1,stop sayin my gov name fuck wrong widd u bitch is u stupid
1,yo espn u let that peckerwood skip get away with anything fuck u espn
1, kelseyyvirginia im talking about the pucture of the pussy cat you nit twit
1,iite peyton don t be a faggot this drive
1,rt nerdreign this isn t some privilege to be thrown around all willy nilly you ve gotta earn the right to call me a bitch 
1,can you let me stretch that pussy out or nahhh
1,niggas wait in line for jordan releases puttin they life on the line jus to impress some bitches
2, pragathiguru i m viswa moulie i wanna be ur friend please shall i 
1,rt tf i looklike bae if i win you don t get no pussy tonight me shiiiiiit t co yujjdmtdc 
1,okay i m gonna need for everyone to stop calling rihanna a hoe k thanks 
1,believe in the heart of the cards bitch 
1,photo good morning ig giving u white trash body turntup webad wepretty gayvegas t co de o ttths
2,rt misszindzi but yall make the mutual decision to have sex on the first date but she s trash what kind of math 
2, willstreakk tycff according to you my place is in kitchen excuse me while i take out the trash
